Convo,topic
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Have you used meditation or hypnosis? Relaxing the mind and connecting with your true self is a great way to calm your thoughts and get to peace and calm. Hypnosis and meditation have helped a lot of people with anxiety and depression. Google hypnotherapists near me or write for a while about what is going on.",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Working with a great therapist who can help you learn ways to cope might be beneficial to you.  Sometimes just the act of being able to talk about things with a nonjudgmental person helps take some of the burden off of you.  A therapist can help you change your thought patterns and teach you coping skills to reduce your symptoms.",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Anxiety and depression is caused by ineffective functioning of the adrenals, kidneys, and the other systems that affects.A basic protocol of natural health makes quick work of it (about 2-3 months-ish; maybe shorter with a good constitution, in your body) :)",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Meditation may be able to assist you in lowering your anxiety and depressive symptoms. Meditation…Breaks Anxious Thought PatternsA common symptom of anxiety is having racing negative and obsessive thoughts that create a vicious cycle of worry within your mind. Meditation can reduce rumination and the break negative thought patterns by increasing your control over random unwanted thoughts and decreasing your tendency to worry by altering the way your brain responds to stress. For example, instead of following your negative thought down the rabbit hole, you learn to view your thoughts differently and recognize it for what it is – a thought – and let it go. Thank goodness to neuroplasticity and your brains endless capacity to change! Balances Brain ChemicalsAnxiety is brought on by various factors (personality type, emotional trauma, genes, prolonged exposure to stress…) and sometimes causes an imbalance of chemicals within the brain (GABA and serotonin). A meditation practice can assist in restoring the balance of neurotransmitters within the brain by increasing GABA (neurotransmitter connected to feeling happy and relaxed) and serotonin (another neurotransmitter connected to being happy) and decreasing cortisol (stress hormone).Builds A Healthier BrainBased on research and scans, individuals who have a regular meditation practice show dramatically larger amounts of gray matter, the volume of the hippocampus, thickness of the cortex, increased blood flow to the brain, improved neural connections between various parts of the brain and decreased size of the amygdala (controls autonomic responses associated with fear, arousal, and emotional stimulation). View full article here: https://www.therapybyshannon.com/blog-2/2019/4/16/meditate-to-lower-anxiety-levels",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Anxiety and depression are often linked. I don't consider them as diseases. Depression is a symptom of deep hurts to the sense of self that leaves a person feeling shamed. Anxiety is a symptom of not being given the proper emotional resources to handle the problems of life. It is also the result of being taught that life is a dangerous place that can't be managed.",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Depression and anxiety can be disconcerting and disruptive to our lives in many ways. I am sorry that you are suffering so much. Depression and anxiety can arise due to experiences, genetics or a combination of both. I like for my clients look at their issues as whole persons so I would also recommend these tips:Physical: regular exercise, healthy balanced diet, rest and sleepMental: how we think is how we feel. How are you interpreting the events that are happening to you? Try to interpret them in a less negative way. Unfortunately we cannot stop our thoughts as our brain is always working. If you can't see your issues in a different way then stop struggling and allow and accept whatever the unhelpful thoughts are. Choose to take actions based on your values and what will give you a fulfilling life no matter what your thoughts are. Remember, your thoughts have no power unless you act upon them. Emotional: do not let feelings dictate your actions, even if something feels anxious take action again based on your values and how you want to live.   Social: connect with healthy friends and family that will be a positive support. Take up some hobbies and recreation activities as well. If things do not improve I would encourage you to make an appointment with a talk therapist and discuss these issues. I would encourage you to also be open to consider an evaluation for anti-depressants with these issues as well. If you ever feel like you might hurt yourself please call 911 or go to your nearest ER.",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Life can bring us all kinds of struggles.   Depression and Anxiety are very common reasons people come into counseling.  Both can be debilitating.  Sometimes when life struggles and stresses build up anxiety and depression become prominent.  Learning tools to ride the waves  of life is a core part of counseling.  If you are ready to manage the symptoms and come up with a plan visit staceybshapiro.com for more information.",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
Wanting to make changes and asking for assistance is the first step. Overcoming anxiety and depression is not an easy feat to do on your own, especially if it's been something you have been battling for years.  There are some different routes you may go down in order to start the healing process:Therapy - find a therapist who has a lot of experience with anxiety and depression. You can do this by googling ""anxiety depression therapist "" in your city.  CounselChat also has a directory of amazing therapists, as does Psychology TodayMedication - Depending on what other symptoms you may be struggling with depends on what medication you will be prescribed. Be 100% honest with the doctor and ask about different side effects or potential risks associated with the medication. You more than likely will be prescribed an SSRI.Therapy & Medication - The outcomes are very good for those who decide to do both. Medication can help level out out your mood and therapy can help you process through your emotions and keep you accountable for you goals , as you will be seeing your therapist more often than your psychiatristTherapy & Homeopathy - Homeopathy could potentially be a good tool to use alongside with therapy in case you are not interested in going down the medication route. Arsenicum album is most commonly given to those who struggle with anxiety and depression.The choice is yours. My recommendation is to start with therapy and explore your options more in depth with your therapist.",depression
"How do I overcome my anxierty and depression?-I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?
First, be patient because anxiety and depression are rooted in a person's outlook on who they are and how they handle situations and relationships.Changing these deep major structures in your life takes time to try new ways and see what develops, then fine tune accordingly.Most commonly, anxiety and depression relate to one's self definition.Reflect on your own opinion of yourself and whether you'd like making any adjustments to this.   Then figure out what stops or inhibits you from doing this.Try new ways of thinking and interacting with other people.  The changed impression you make on others will influence your own view of who you are.In America people take Pharma pills to not feel badly.If you prefer to make natural, long-lasting change then reflect, read, try therapy if it feels right to you.Eventually you will be better off this way than to take drugs to hide how you truly feel.",depression
"Why am I upset or down every day even when nothing is going on?-How can I get to a place where I can be content from day to day?
Your question is a fascinating one!As humans we have the ability to reflect on situations in our lives.Even if nothing currently goes on in a particular moment, it’s possible you’re reflecting on a serious or upsetting matter.And, our emotions linger within us.Just because a particular moment feels calm, inside your feelings may be the sense of a strong unsettled emotion from the recent past.Good for you to be aware of your own sensitivity to living with awareness of your moods and thoughts.",depression
"Why am I upset or down every day even when nothing is going on?-How can I get to a place where I can be content from day to day?
One thing that comes to mind is making a list of some things that happen each day. It could be that there are things that are affecting how upset you are, but because so many other things are going on, you may not notice.Another idea to try is to keep a list for a month of one good thing that happened each day. This way, when you're having a rough day, you have a list to think of and take a look at.Are you eating and sleeping in ways that are typical for you (typically at least two meals per day and roughly 8 hours of sleep that night (may be different depending on your age)? These two ideas are closely related to changes in your mood.From where do you have support? Friends or family?Can you take 5 or 10 minutes per day to do something that you enjoy?If you think back to the last time that you felt ""content,"" what was contributing to that?Another possibility is to try to be mindful of things that you do every day. For example, rather than eating a turkey sandwich as fast as possible on your lunch break, consider actually tasting it and enjoying it. Also consider giving yourself praise for doing something well. For example, when you finish your paperwork, take a moment to notice that and maybe reward yourself by checking your e-mail, reading five pages of a book, or something else that can be done quickly before you get back to your next task.",depression
"Why am I upset or down every day even when nothing is going on?-How can I get to a place where I can be content from day to day?
It's important to take a look inside and see what's going on with you to cause you to have these feelings.  Please contact us in whatever way is most comfortable for you and we can get you set up with someone who will help you figure out this space in your life.",depression
"How can I deal with depression stemming from chronic pain?-I have a severe back problem. I've had 3 major and several minor operations, but I'm still in constant pain. How can I deal with the depression from this chronic pain?
Chronic pain at the back likely results from a few areas:L4-L5 kidney zone, most likely (lower back);Bone spurs, fused discs, and slipped discs, caused by connective tissue weakness, and calcium deposits used to neutralize highly acidic areas...The 'depression' will evaporate when the chronic pain is drained out, through natural means;Pharmaceutical means will simply extend the pain and cause it to deepen over time, not solving the problem;Remember, medical doctors suppress, natural doctors cure...",depression
"How can I deal with depression stemming from chronic pain?-I have a severe back problem. I've had 3 major and several minor operations, but I'm still in constant pain. How can I deal with the depression from this chronic pain?
Maybe if you started to address questions of an inner nature of what changed in your life as a result of the back problem.To know your limitations and the areas of your life which they affect, will greatly contribute to stronger self-knowledge within you.Greater awareness and sense of direction very often decreases depression.",depression
"How can I get counseling if my primary care physician won't help?-I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?
If it is simply counseling that you seek, any number of faith-based outfits are very willing to listen and help out with these sorts of matters, free of charge :)Online messaging and social media is a secondary option, however this one may come with privacy concerns and consequences;If it were I, I would attempt to sweet-talk one or two counselors I come across to do a bit of work for folks who can't afford it :)",depression
"How can I get counseling if my primary care physician won't help?-I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?
Look up online what the local hospital offers to people.  Also, google some of the key words you just wrote here, like depression and counseling, low-cost counseling.Did your primary physician tell you their reason to not help you?  If not, then ask the person to tell you their reasoning.  Even if the specific doctor won't help you, by understanding their reason, you may be able to work with the answer you hear.",depression
"How can I get counseling if my primary care physician won't help?-I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?
I would check out agencies that offer affordable counseling based on your income or very low cost counseling sessions, i.e., Pacific Clinics, Hathaway Sycamore, Pasadena Mental Health Center, Burbank Family Center. If you google affordable or low cost therapy in your particular area you will find resources to help you.",depression
"Why am I experiencing dfficulty maintaining an erection?-A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?
First step always is to do a medical rule out so that you're sure the problem is psychological and emotion based, not a medical condition which requires care and attention.If you are medically clear in the reasons for losing your erection, then reflect on what may be creating a loss in confidence in either who you are and what you're doing with your life, or whether your wife has these sort of problems within herself.Often a problem transfers ownership of who shows it.If you are a sensitive person its possible your erection problem reflects your wife's insecurities and self-doubt.  If she is someone who is reluctant to talk about feeling unsure then in a certain way by you showing a problem, she can avoid looking at herself.There may not be a direct cause such as usually exists in a medical problem.Medicine looks for symptoms to treat.Our emotional lives are much more indirect.If you feel stress at work or are unhappy in the place you live, for example, then your frustration may show up in your sex life.Basically, do a broad inward search of your life and what it holds and maybe ask your wife to do the same.You may clear the air within yourselves and between each other so the problem goes away.",depression
"Why am I experiencing dfficulty maintaining an erection?-A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?
When I'm working with men with this type of situation, I always suggest a medical examination to rule out any type of organic reason for a difficulty in maintaining interaction. In cases where there is no medical reason for the loss of erection, I find that many men have a similar situation in experiencing negative intrusive thinking during lovemaking. My counseling approach for this situation is to incorporate the use of mindful sex.",depression
"Why am I experiencing dfficulty maintaining an erection?-A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?
For starters, know that this is a normal experience for many men at some point in their lives. While this can certainly cause some embarrassment, a diminished sexual esteem or relationship problems, it is important to know you are not alone. I am going to move forward assuming that you have already checked with a medical professional to rule out any medical problems that may be related to this. Assuming that is the case, for most this happens for two primary reasons. It is either a short term biological shortage of blood flow to the penis. This can be caused my diet, lack of exercise, even stress. Another primary reason for loss of erections are anxiety. Have their been recent relationship issues? Are you feeling as though you aren't satisfied in the bedroom? These are just a few aspects that can cause subconscious anxiety and loss of erection. My suggestion to you would be to seek out a counselor that specializes in sexuality that can assist you in moving forward with this.  Best of Luck!",depression
"Why am I experiencing dfficulty maintaining an erection?-A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?
Erection maintenance is caused by connective tissue weakness as well as lymphatic stagnation of the area and accompanying channels.  A proper detoxification is necessary to reverse the stagnation and get things flowing again.Lower circulation and pituitary might also be indicated.Medical will likely not recommend anything useful in the long term (pharmaceuticals do not solve a problem, only suppress it; and, it will return again later and worse than before);Certain herbal protocols and natural protocols would be very warranted in getting things going again :)",depression
"Why am I experiencing dfficulty maintaining an erection?-A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?
If you haven't already, please see a doctor.  ED can be caused by any number of physical conditions and you need to get checked out.  Once you have ruled out any physical issues that interfere with getting an  erection, it's time to look for more subtle causes.  Unfortunately, you may have gotten yourself into a mind set of ""I hope I can, but what if I can't?""  which is certain to interfere with performance.Again, rule out physical causes (can you tell I think that's important?), then talk with your wife about working  together to find the right approach.  It might be a good idea, for example, to take the pressure off by enjoying each other without intercourse.  You can have great sex without penetration and you can have physical intimacy without sex, so slow down and experiment.  You might find more pleasure than you expect when you can relax knowing there doesn't have to be a ""finish line"".Again, yes the  third time, SEE A DOCTOR, just in case there's something going  on.  Once you get the all clear, find joy and spontaneity with your wife again by being creative and pressure free.",depression
"Why am I experiencing dfficulty maintaining an erection?-A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?
Assuming there are no medical explanations for this issue, many men I've worked with on this come to see it as essentially a form of Anxiety. There is a phenomenon called the Yerkes Dodson Law (see below; source: Wikipedia), which basically states that if we feel either too much or too little stress, pressure, or nervousness about a task, it will adversely impact our ability to do carry it out successfully. The ideal amount of stress/arousal is right in the middle - not too little and not too much. This applies to more things than we might often realize - from giving a presentation, to ordering food, to making a free throw, to driving, to sexual intimacy as in this case. A common suggestion that many men find helpful is initiating open and honest conversations with their partners about this issue, and for a temporary period of time, agreeing to physical intimacy and sexual pleasure in other forms, and without the expectation of intercourse. There are many ways to go about that (which are outside the scope of this blog article), but this can be a path to connecting intimately and renewing physical bonding without unhelpful anxiety - and over time, can lead back to intimacy in all the ways that have become elusive. Best of luck.",depression
"How do depression and PMS symptoms contribute to one another and what can I do about it?-I struggle with depression as well as pretty intense mood swings throughout the month. I experience highs where I feel amazing and energetic and then lows where I lack focus, energy, and generally have a more dark outlook on my life. How can I live a more balanced life?
It's fun to ride the roller coaster from time to time, isn't it? :)But, it's also weary-making, and leads to drainage that no man or woman can hardly anticipate!Balance comes with proper understanding of the different bodies you possess and how they function.And, to begin, we focus upon your physical, and move right up the latter to the spiritual, and begin cleaning you out.Unbalance is an experience of blocked energies that should be naturally flowing (call them what thou mayest); when blockages are removed, what is naturally there flows, and flows beautifully...",depression
"How do depression and PMS symptoms contribute to one another and what can I do about it?-I struggle with depression as well as pretty intense mood swings throughout the month. I experience highs where I feel amazing and energetic and then lows where I lack focus, energy, and generally have a more dark outlook on my life. How can I live a more balanced life?
Are you certain your highs and lows are directly related to your cycle?  It's possible that there are at least some contributing factors, even if they are  as a result of hormonal fluctuations.For example, at the start of your period, do you have that ""I feel great"" feeling, or are you tired and down?  Mid-cycle (assuming your periods are regular), do you find yourself napping or ready to run a race?  Either way, how you feel may be leading you to behaviors that contribute to your changes in energy and optimism. Let's say that the few days before your period, you feel cranky, bloated and want salty food.  Your natural inclination might be to isolate, stay inside and eat chips.  The next day, you feel even more tired, cranky and bloated.  It STARTS with a hormonal symptom, but what you do with that can change how you  end up feeling.  So if you notice feeling cranky, bloated and craving salt, what if you pull up a restorative yoga video online, spend an hour being restful and centered in your body and have a good meal with a healthy balance of fats, proteins and carbs, with fresh veggies and fruits before you turn in early to give your body the rest it is asking for ?  That sets you up to feel MUCH better!And those ""on top of the world days"" - who doesn't love them??  But even those days, be mindful of how you are treating yourself.  Exercise for sure, but don't do twice the workout you normally would just because you can!  You might feel super energy and skip meals which sets you up for poor sleep and feeling crummy after a day or two.All that aside, if you have a couple rough days before your period, pay attention to what is bugging you.  Christiane Northrup, MD, likens our menstrual cycle to the tide.  When the tide is out (just before your period), you see all the garbage cluttering up your ocean floor, but you don't have the energy to address it, so there it stays, bugging you.  At the height of physical and emotional energy (usually mid-cycle/ovulation), the tide is back in and you don't see all that annoying stuff you saw before.  Since you have good energy at this time, take advantage of it by doing some ""clean up"" on the things you saw there when you felt crummy.  Maybe it's that conversation you have been putting  off with your partner, or having the long-delayed closet clean out, or searching for a job that feels/pays/fits you better.  Whatever it is, those ""PMS blues"" may hold important messages for you.If taking good care of yourself, staying tuned in to your needs and keeping an eye on the ""tides"" don't help, then  see your doctor.  Something else may be going on - our hormones all work together like a symphony - it only takes one to be out of tune to throw the whole thing off!",depression
"How do depression and PMS symptoms contribute to one another and what can I do about it?-I struggle with depression as well as pretty intense mood swings throughout the month. I experience highs where I feel amazing and energetic and then lows where I lack focus, energy, and generally have a more dark outlook on my life. How can I live a more balanced life?
Depression and PMS symptoms can be so hard to navigate !  Looking at this from a holistic standpoint can help you understand why you get these mood swings and what to do to balance yourself emotionally during this time. As a woman, we experience peaks and dips during our hormonal cycles and right before menstruation, we tend to feel not ourselves and down. The bloating and extreme cravings do not help either.Making sure your schedule is light and you have things to assist you can be so helpful. Different essential oils like lavender may calm you down, or orange which can uplift your mood. Homeopathy can be effective and gentle during this time as well. Birth control is known to help reduce the extreme spikes in hormones and can reduce your emotional and physical pain. Perhaps even psychiatric medication like an SSRI can help . If you are interested in going down the medication route, be sure to ask the doctor about potential side effects and risks . Reducing your processed sugar intake may help a lot as well. Exercising, spending time outside, practicing stress management and avoiding caffeine and alcohol can all be useful as well.",depression
"How do depression and PMS symptoms contribute to one another and what can I do about it?-I struggle with depression as well as pretty intense mood swings throughout the month. I experience highs where I feel amazing and energetic and then lows where I lack focus, energy, and generally have a more dark outlook on my life. How can I live a more balanced life?
You may already be living a balanced life because you are aware of your ups and downs due to hormonal changes of your menstrual cycle.As much as posible, schedule activities around your expected mood swings.   This way you'll avoid feeling even more tired from a busy scheduled during a low energy time in the month.The hormonal cycle is normal.Opinions vary as to taking natural, homeopathic supplements or Pharma drugs which will influence your cycle and make your mood more even.There are side effects to at least the Pharma drugs, which is a consideration as to the value of taking them.Reflect on which is your style of living and what will make you feel successful in handling this problem.Sticking to a system which mirrors the type of person you are, means more than any one particular answer anyone gives you.",depression
"Why does it feel as if self-harm is an addiction?-I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm.
In a way, self-harm can present somewhat like an addiction.  According to new research within the field of neuroscience there is a valid explanation for this.  When a person cuts or uses other forms of self harm, the body produces endorphins to help make a person feel better.  If a person was dealing with depression or high anxiety, that might be misinterpreted by the brain as a way to help oneself feel better and a new neural network or map might form (addiction) that would utilize this new behavior.  Another way to look at it would be thru a behavioral lens, a positive reward for a behavior, even though the behavior has other long term negative consequences.  Consider working with someone who can both have you work on and address those items that trigger your behavior and the root causes, in this case sadness or depression, and second find someone who can help give you alternatives that take into account the neurological requirement by replacing the behavior with another behavior (such as snapping a rubber band on the wrist) and working to extinguish the unwanted behavior.   Someone who is trained in Dialectic Behavior Therapy and/or Interpersonal Neurobiology would most likely have the skills and means available to address this with you.",depression
"Why does it feel as if self-harm is an addiction?-I self-harm, and I stop for awhile. Then when I see something sad or depressing, I automatically want to self-harm.
Self-harm has a way of becoming a go-to method of coping. When we get stuck using self-harm as a way to deal and manage emotions, when something serious happens it totally makes sense that that will be one the first things to go through the mind. It is its own kind of addiction. There is a therapy, DBT or, Dialectical Behavior Therapy, which focusing on giving you new tools to get through hard times, understand and manage your emotions, to stay present and to deal with relationships. This one of the most effective interventions there is for self-harm. If you are interested in DBT, reach a local therapist in your area and ask if they do DBT or can recommend you to a DBT program. This can help immensely. Self-harm recovery is totally possible, but it is definitely hard work!",depression
"My apartment manager won't let me keep an emotional support dog-I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?
This can be a difficult situation.  Typically, only animals that are specifically trains to accomplish a specific task are legally protected as Service Animsls. Even though that can be very helpful, emotional support animals are not generally protected in the same way.You might not be able to make your landlord accommodate you. If possible, you may want to consider a different apparent that is more animal friendly.",depression
"My apartment manager won't let me keep an emotional support dog-I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?
At present, the American Disability Association (ADA) only allows protection and guiltiness for Service Animals, which is fall under a separate distinction from Emotional Support Animals. Emotional support animals are untrained animals (typically pets or other domestic animals) that provide wonderful services to their owners, and there are many benefits to having one.Service animals who are trained to provide specific services for an individual with limitations that make them fall under what the ADA defines as ""disabled"" are protected under specific laws, and must be accommodated in public places where the human they serve is present. While it may be beneficial to request that the therapist who ""prescribed"" the dog to you write a letter to the apartment manager, it sounds like the manager is aware of ADA guidelines, and the simplest course of action may be to find an alternative residence, if that is a plausible option.",depression
"My apartment manager won't let me keep an emotional support dog-I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?
Agree with the apartment manager's viewpoint that your disability is not a physical limitation.Ask the manager if they'd accept an explanatory letter from a therapist who is licensed to diagnosis emotional disabilities.If the answer is yes, then find a therapist who's willing to cooperate with what you need from them and find out this particular therapist's terms of working with you to compose such a letter.If the manager tells you ""no"", then find out who is above this person or entity and find out how to formally introduce your request to the board or apartment owner, or whoever actually is the legal owner of the building.",depression
"My apartment manager won't let me keep an emotional support dog-I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?
This is tricky because there are different types of emotional support dogs. The ones that are officially trained actually go through months of training and then are paired with someone for whom they perform specific tasks.You may benefit from looking at the blog written by Valerie Parrott, who has an emotional support dog due to severe anxiety and panic. I will warn you that her blog is very blunt, but she is honest and she has gone through this process: https://thedogintheroom.wordpress.com/2016/06/20/what-makes-a-service-dog/#more-508",depression
"How can I get my husband to listen to my needs and talk to me?-I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?
Ouch. It's really hard to deal with a spouse that isn't taking you seriously. In this case, I would plan for and schedule a time to talk with him about this. I would tell him that you need about 30 minutes to talk to him with minimal interruptions about something that is important to you. Schedule a time, write notes if you need reminders about what you need to express, and tell him how you feel. Ideally, you would focus more on I-statements instead of telling him what he is doing wrong. For example,  I feel ignored vs You always ignore me. By focusing on how you feel, he is less likely to feel attacked and get defensive. Some people go to couples or marriage counseling for help with communication. Chances are there are things that BOTH of you do that hurts your communication. Overall, try to talk to him directly and try not to get defensive. If he continues to say, you're always sad - then stay calm, say ""okay, can you help me understand that more?"" or ""That's interesting. Tell me what you see.""  Reach out to a couples counselor for more help with communication strategies. Sometimes a 3rd party can help you both see things in a different perspective. Hope this helps!",depression
"How can I get my husband to listen to my needs and talk to me?-I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?
This is so hard. It is hard for someone to understand what depression is without having experienced it themselves. Unfortunately people without depression sometimes mistake it as feeling sorry for ourselves or just moping around, which is not what depression is at all. Sometimes I think that it is easier for family members to see it as a choice than to admit that someone they love is hurting and they dont know what to do. If  he is willing, I wonder if there may be a depression support group in your area such as NAMI or DBSA where he could hear from from others living with depression and their families. If not, I wonder if you all might watch a documentary together such as No Kidding Me Too or Call me Crazy. If not that, ive sometimes encouraged folk to just leave some information on depression and how family can help like a pamphlet or handout on a table or around the house. We tend to get curious and read things we find on the table. Wishing you the best!",depression
"How can I get my husband to listen to my needs and talk to me?-I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?
It can be hard for husbands to hear that their wife is unhappy.  By nature men tend to be more of the fix it type.  So if they are sad, they fix it.  If their wife is sad, they fix it.  He may feel helpless to help you and that may be why he is saying those things to you.  It's not that he doesn't care or that he doesn't take them seriously, he might just have no idea how to help.  I would start by making an appointment to talk with a therapist about your sadness.  Meeting with a therapist may help you to learn some tools and strategies that can help you to manage some of the sadness you are feeling.  A therapist can also help you to gain some understanding and insight into why you might be experiencing sadness.  Depression is not something you have to sit with, therapy can help.  Once your husband sees that you are being proactive in addressing your sadness/depression he will probably be more open to listening to you and supporting you.  He might start to have ideas and input on how you two can work together to change some of the situations or things that might be holding you bakc.",depression
"How can I get my husband to listen to my needs and talk to me?-I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?
Oh dear.From what you write, your husband doesn't have any interest to know about you and your sad feelings.Stay clear in understanding that you already did your part by asking him to listen and care about the way you feel.In this example, he told you he doesn't care.Its up to him to open his mind and heart to you.Depending on how motivated to continue asking him to hear you, try until you feel satisfied that you've given him enough chances to know who you are.   At a certain number of tries at this, you'll either have success or not.Just don't try forever because doing so will increase your depressed feelings.",depression
"Why do I crave depression?-It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative.
It sounds like you are noticing that you are drawn towards sad and negative content and it's hard to understand why. This may sound counter-intuitive, but sometimes we do things that on the surface may look problematic (or even cause us some real problems) because it serves us in some unseen way. A simple example would be somebody who is addicted to a substance; their addiction may be causing serious problems in their life, and they may even know it, but the addiction serves them by helping them to avoid painful feelings that they anticipate having if they quit using. Now I am not saying that what you describe is an addiction, it is just a really illustrative example of the unseen benefit.One thing I would be wondering about is what is the unseen benefit of seeking out sad and negative content? I'd also be wondering what your relationship is to other feelings. These are things you may benefit from exploring with a competent therapist.",depression
